game_id|crash_point
88ffb00a89574139ab766f3b9fe42131|6.750000
ca3d4c6f662041c6b305432e4b735fbe|1.320000
eea178d23e074c32a85f4c41280184c9|1.040000
cd679f6ea47948e78f9e8428d8c37242|14.460000
5f202e4873934fc89854d4fded4089c1|1.150000
a3d8f857814a4d1dbb8049d25bd168a3|1.000000
53ba96a8f6654427ba961f1fd44a626f|2.930000
1cf0b6eb8e9a407382ccf328ac21c568|19.940000
dabe4f1cf71a43159c706d80f813648d|7.330000
567c6504510f493095ddda8a286fa9aa|1.640000
908f749f56394db7b3d1ffba1814e87a|1.260000
19834393da2e4807b177f3d7c75e2fc5|1.400000
2e0ab1fdbac943dea0d240a46a318071|2.140000
da3ced0ac0ea4cc9826faa4b51f8dbff|1.110000
139cef916b4848a8a42a6c718f3b2419|1.000000
5b2b7b0c27e44d938466f2758c72e1b6|1.000000
a408d6a729354f29b5e738a3b3eafb34|1.670000
c4bb2cb2730641459a5d2bf3b03de2f3|2.420000
7ce6ff610f7f4203a64df998203e6a46|1.000000
51de9b57186b4e479a28e2a9fb0b957f|1.330000
fcde2bc451264f61bc11d014fd81b6d0|1.030000
3359afb1025a4eb1ae423ba130082eb2|3.900000
14b55c5f4af149b5b7db25d88d991d38|7.440000
6095696fcfc14894806c17105ad88f8e|19.810000
66df8dd0171f4db4a2f64d3b2e9d42a4|5.170000
485f016c3b264a5a99dfb7193a09f143|1.000000
4b629bbce795412c95f9300a25b80c32|2.570000
30b8c9b8c36248a18b7d972476a4af08|2.980000
6e3d6a487f5f4b0483c31fe7e5074993|1.170000
b5cabb0728114fd497c9d0d9d0916590|6.400000
eed14cb025374f44ae8bff390a805681|1.930000
3366ebc9a66341279b6f3bc7ca12d7db|1.330000
272904941d8543f6bf717de36b059e27|8.080000
19b48e495b4f4c7bafbcf6f1881e411c|7.380000
4b99416c73444650adb65f8ec8f76566|1.330000
6f1aad76c97d421ba39f978b26fa6273|1.000000
a2ff923cfa1441efa96826b89492abae|1.270000
e4082e491b6d40f8be7ba2d115f3936e|28.370000
9e6e3dfb7492456f8cd560d85a69add0|1.330000
e46038814acf4a02bcbca64958ba7508|1.000000
893cabd7f681493b844c82d88667f786|1.000000
c94ddbfdb6a545b18c6ee50638864fe9|1.000000
9ec10756a748482885b138463a50d569|1.030000
f20bf9434de741c18c6cf6e58f8c78d5|1.520000
88bb1d0a314e44329e421ff41ec7c046|1.150000
21104f631e8449ef92c7722adf09dc9d|10.230000
b3f7cf052c1b4bf69e80618302f92093|2.720000
7b941b7bcdbe4d38b181f19826a125d8|1.000000
f26482a42e73463091334ef401326430|5.770000
635af8ff33694b0e93a48a5b50df027b|1.170000
6062aaf6ef634001adc73e9fca0cf7d5|17.500000
3e6def3de71e485d9b4b164e6238a2d5|1.380000
1d463103b9ad46b084634ac12d3a64e9|2.290000
69615302840346aea64b9716042118d0|2.860000
721ac8f103be4328a8922a372ece727c|1.000000
81a4cbc4ad4b4af4a6f5de39300ef592|8.050000
256699d604c944dda1f8398cdb3ed574|1.120000
2b4a58cb74ea4df9a5e52beea4f152eb|3.630000
70595dbab64a42a1b333905846a00614|2.010000
68bdfb197281435ea79662599b851423|1.290000
d66fae4f133049e1a1354e7d108ca650|1.000000
551feade319a48869217113ec18a31cb|1.000000
bd4b813e8f8c47658914d1b381f5fc5d|5.100000
969968f9e7bb4965bb3ac580de649629|1.110000
94188f422277473abc234e32e1d7a471|11.790000
27614b15e28a47069639942f3ee614f6|1.180000
f348ed788ef04ecd8b17328036193b8e|3.010000
f2bd0dbe578c4dcfb7f79840c13af7e5|1.160000
12d16ec92c96410ab240f6704c1522b1|2.820000
f036ef57f729498b9a90610f1646abc0|1.160000
2c64977add604a99a3a0393540e6e177|2.710000
85d5389bedcf4ba281f5b9f726ed1c29|1.970000
c64102488d0e4ac79e8a01b261eb17d9|1.370000
1bc3e98793e44006af7663881edc3f02|1.510000
8e3164b4a3dc482fb9a9ee9276d8e49c|1.480000
303373a97db1483e91830280def73eaa|1.440000
cb7b12e8a54646e08b0b8fa43b2410db|1.070000
f0663ba42f5b4d27b7d0034b8132ce13|1.340000
87180417d56d40efa1e45af79620c594|1.050000
9bfa3fd7f0a9455abc4c7cbdb344b2db|1.430000
2359dc6293164c1d8cfe9c2c5a9d216c|1.170000
e7c1ad39b6954043aff4c19a19639475|1.330000
61017723fb50431a981bea7b2a63afbf|4.390000
7de2313114984a07b475fd90f3ce6a68|16.470000
b0d5c74450cd4303bd60020d2f7d6d56|3.790000
9e70f34727aa45b88aa458f7f05dcf4c|2.510000
f8c679e9f1a34f5f97a976b58021bc6e|54.950000
689a03678e1441fb8e783825eaeec69d|1.000000
bc1aa8cfb85940f78dd2c6b9f3627f8f|1.050000
cea5d1a1119e41d6a3eb80c09404b85d|2.500000
dc571f9cbd29465d8fa662eda22b37fa|2.390000
fff23b17a12d4bd1a2ef2b33867cc6c0|1.180000
c84c05e554c14482962dae2969cfbe54|26.610000
94a9ba908b0149e18096af049a98c0c7|5.500000
1816a1da95ac4021b1c05b693947d428|1.290000
76f7b77635014fd7b447b50ab5c1fb70|6.120000
a56b5fb1c3534a63bf1ffe88006b3c41|1.050000
5c6c34d3bbf840d1a31d48712b0f7c34|1.130000
63b8c91f9bdb4bc7a52bd78c97026e7d|2.880000
57035d7001c04498a08184f9c1868f51|1.480000
d2a8c4c8fcb94868800bbcbe4a9fb50d|2.300000
d138ce8669d945409d4b848385d05f87|3.450000
f84d1d0ff726447199f7e39ee17958af|1.050000
9610a6a6004d44d0889fde26842fbc5c|1.030000
202ca31d63724354baf24e36809f3a41|1.730000
a6416ea3cf2a4878823d99b739bd14c1|8.920000
df3cee0e04544e3e938e8b1b21ddc9b1|1.490000
77077d0c0ec5484fa9b56840e8716dd5|3.380000
14e66212ec4a44b1a65de4604840bebc|26.320000
1f6c87f95bf94d5c99f9c10620b3587b|1.270000
43b3b9ce16d14b71b45d4c9f5871d83a|5.650000
49b2cefeb2274dc7b2ce2155e954d267|2.060000
92072edf933a454e9134ab546618c241|28.760000
181a035939ae4d7c9ef6133284b38d51|1.440000
79c63a3c62cc434c8dfc2fa6404d575a|1.000000
145a05e605b842498bb4da2d1c5f438d|1.000000
ea2ab8ee443144e5816c4032e97684c0|1.140000
afc6f97ba31d41e1aeeeb817c3e9e745|1.080000
e0bd4647c0dc425cb86dd494d011f97c|2.570000
6b748bf44b5e45e5b79a46b86e54048c|3.500000
8711958c3dda4a2882cb1cbaf501d5c5|1.120000
86959cf809b9448eb66104b2133d435d|1.850000
5c99cac7644e43089e31ae7cc771d9e6|1.000000
2d08872783a04ffeb1f18ddeeb7e6924|8.190000
346632435e9941018a6536ca50587ea4|1.300000
2b3c361383414ddba8f1f6efae7b2ac0|5.520000
30ccb945cb3b44dbbbddcb5e64a658ea|1.590000
b6cfacb37bd34213a35e8513e917a9db|1.000000
78e1dcc0f1484d4a9716f6fdf276abb3|7.430000
cbcfd89eb3c44dadad9595cfb09b6f63|86.490000
6eb7ef249b7e4839a1f1a83f28d22318|14.490000
d3e49f4b1d0946648e63a6eca2d288bf|7.030000
d59c83f65be84c14bc16e8cb77c1796f|2.290000
b7484af5309649d9a2222f3e24cd978e|2.080000
031f60264f3241048e68786a040fe9b1|1.490000
090df472627d42009ec27bac6d781673|1.800000
8afc746617e74bc3a2a568078a878754|2.170000
b7c07f0ad59949dfaf3b07e1b34d2290|2.380000
8450ded23e5c4315b0b1222c211ee0ef|1.410000
19041f54c2b3482381ae9fe4c268af8c|1.290000
d75f7009962b46cabe9b53cb218b8482|1.260000
d0adaff2c13d435dbc858ff629666874|1.190000
6d114381c7334c8aa2a2e1e3259bd7a3|38.120000
bde3b8075ee44654a98e7d3abf270901|3.000000
c3a88c0949e3431e904e36bcfb791d6f|1.000000
14a249879f6b4672a31cd323dc996e33|1.120000
9dc42f49f19a4214a65807d0f5e27775|1.570000
db493aaf213141979fa3d002eb069758|1.000000
fb5ffdb79c4c4f859ab8b9e26751d1b0|12.510000
9715209325a04459b8d3bf51a7e0c69a|10.090000
da30ce17297e484da138d6df62ca3d28|3.310000
946fe7f78d2a4324a0025adcdbdc8d6f|7088.640000
f66023d9252b4b3fa7eed11bcab4ae45|12.520000
d4e793daaf7740a0b93c59a48f2c2871|2.670000
9fb4e7e40b5d4f3098dbf9bc0e9f563c|3.650000
226f9b01a28e4b8a8b7e08996384578a|1.940000
bb64f840648b42998eccb70bdcceaf93|6.710000
3bade408dd1042d18236b5e7a9487235|1.010000
11d7c673d97045ebbe2c643ab361bade|2.060000
1caf223060d04b73b249aafbe3bdf611|2.710000
e0b199bc5bf04b6b902f05d40f5e4ad5|2.260000
8d984bb2a8ae46baa55ccb04a67017f3|2.230000
1508d0674ffe490eba3e1d6da053f0ba|2.030000
7ce397a0978c49f5bf4e9d089c356f6e|1.410000
483f477f3a524ad1b329d56bd2e211ed|1.990000
476c10d915cd4c37a8b8e0648fb87855|8.240000
6c3b373dd0994612aec8422540526c3c|1.070000
7cbb11d0906c42fd9e14805a6df8cda0|1.320000
e2fd596ca2074b1fa64a20a1659c86d5|1.050000
cc27533c8fc941088229165470874207|12.840000
803657304d424a8cbee85ba6cdb328ab|1.260000
a42048c5f5a34bfdab99ae9fe5598fc2|1.780000
8d274c532cab43b08651d5198dbcce82|1.560000
e77951169e05437583cb1d0b27364558|27.200000
d62e249ae0974394811da56286c8cd57|7.210000
d5a8c4b12fde42debb5f23ed0c5cdf7a|2.870000
65b99673be914b2c9b11958b8692e90f|10.680000
3d48bf188ff44e7ca937852fbc65f292|1.090000
cc759a422b4f42449beabf39198d2bbe|1.490000
2300ae830624402f9a3e3e3794dfa753|2.020000
3f43e4ec7bec4c44ba2ee732db155882|5.880000
ec1d225d242d4c63a859e6fd2edb8477|3.090000
13359bc7f26f4914a50c1ee9f65cf67f|1.530000
9ebe43545cca47ddae043d5ea75a7965|2.140000
a069bc1302184232aac4d120097d4d57|10.620000
c3dc959544fe4fb8af2e48b333b20fc7|1.030000
316a62ce96684ca0b129d97aef14fab4|3.810000
345c679baaf24e2f9746a6643ffdd576|1.000000
ac1fbac836a24a719ee71faf1f845e02|1.820000
a9ab9a5083ec4e5fa5ee99a4510dc9bb|1.150000
c2089c26bb6641cdb578bc288e86fcac|2.700000
ad0601a2b1384465b101da2bfe8def02|3.270000
42df51d10a5042c0828daa7e6f486027|1.000000
cf5de9b9eb4e4dca9fcfa4eacba36196|2.990000
f5272fd4ad264d3ca5d3f7fa11d20e9c|1.000000
16189f11b0d0406881334958b02d20b5|4.310000
b7da0ca6da6e4945a0a8b13bf49e39d0|4.810000
f07e1b1bb6c346bf86e4502d0d01ed73|2.570000
f7e23149b0be4d6085428e53904b10d2|12.130000
4b1574b895d04d67a33d17c791af531f|4.100000
e31c43f2e16d48ff8cd6a7676bcb3cc2|1.000000
8a526cf5125640eaaa0c2e30449e5647|2.230000
a80feaac66cd4d769379832b63828edb|1.890000
2a9a6dd1f7c84b8281edf7c1b93edb92|1.000000
99f2438a394a4ff7ae0961829041eb4e|2.550000
db94f17054a6442fb85b653c214b7272|1.340000
8c0f4ed961ee4be88c419a270b1b5b9e|1.000000
da4c6ecdcbfc4f8fb8df9f0e9ccaeaee|3.570000
6bae854dced843ae97c1495ff0ec591c|1.000000
0123632f064743ab9bab2b195a8628ef|1.550000
87ac5322afdd497db3616626230b810c|1.220000
c44a315394504bd0afa146d6aeff9675|1.260000
d995459c679a44319167fffffefae8b1|2.140000
8edebbd00c04476782bea970e0cbefdc|2.680000
e6e62b1b544149b68921901b5e8c287d|1.000000
b22e31b0396c430fbed43520f4bbdcd6|1.290000
3783953e4d09410ca93e36d560e4b18b|2.940000
8275e8865c47480c84d22a755665bd88|3.580000
8c5e4ff6bdc544c6bca2efb6aabb51dc|2.690000
bfcc7baa20484bffb48e09fc5a8f4856|1.260000
821cdbeeba164d839820588becd4f459|1.000000
91e7631f02af4f2db4bb0ea00bb5f3e7|34.230000
fae7d6f907434fa394dab0674a445f6b|1.350000
9d232e4cfb544a8688347c57ab21667e|1.770000
bd8e0f95ab2b46fea50a6b874f0652a8|1.540000
a667325ed7094836962b656d50c5bcb2|1.520000
9ec1263798bf4863812c29464177fe05|1.150000
0c739800e2d24dd69bada9b7c7748cc0|1.000000
1ae042c3785047fca274a5f3bed20ab8|3.000000
1a8c25c0d9de4b3a89764ddeeff6baf2|1.560000
a65cf412606f442686aedc95497adcd1|2.390000
41019b6345904751b91f3dfb485d9fc6|1.680000
213ea8de516f489aaf648d00ae670871|1.590000
42619b6b61a44417bb67fcb1f8be74d6|1.140000
8913f75678424a7da2883d23760b855d|1.050000
f6c0acc67e6d4a4abdbe64615c000f57|3.130000
4d3adff66c8849bcb0704a10f6c2b454|1.250000
c97c3ad4d09b468b8fb62593584d6fd8|1.110000
e2f30bb36c9e4d2c9faf917f38d47df5|2.010000
cc5f128e11e54df18c55b8ddc6e2b416|2.350000
a9ce41a9c26c415b9c7618411a19bb52|1.090000
7b4090223c0a4c71a95e684ddc4ddaa0|1.000000
33d6e136bfd7456ba437fdb81d3db367|1.000000
f303548ea29a4738af9f5692350a9000|1.320000
09008a0751b449b98ea90ce012320ceb|3.360000
3948a5ec35894aa8a4fe3f8d702723e3|1.000000
58e682fd840a46d188e4ae085bb9e6e7|5.650000
5ef0845da7b442f6af50ac74ddd7fc40|3.570000
84a68405214c48788af043f951eac248|8.750000
d3a7071cb2b04bc18fad5684a3fbe8f5|7.890000
a1a3a3009ef148efb1b2e3b7431c6dd2|1.420000
e9e98ef898de40caaa19232223132c02|1.000000
23e7327c92fc4da6b5ce1b1c21e8e744|1.970000
a73f284b465d431bb4d01d15e99ffc01|2.920000
7f6f73f616dd4607b6007f8ea0f14122|10.520000
687c88f4361f4e5bbec9c1796a797a48|1.110000
06fd1d9c382b4040961a1eeed2592486|1.610000
8a617748fecf40e8ad4447b65dee9231|1.580000
4a190d965a2f4c9f9205a11529fa5f06|43.260000
10cb6990a42c4f65b6c968e7f4991bfc|1.240000
f47ee0e214b64383833859391a5fda40|1.720000
5ff1eee4dbfe4c72b1de3dc20f52c758|3.450000
7f393910153a4015a824f22d0fd3f3da|1.230000
026f51519e2a4db3aae8c81ae1eb6b15|1.020000
a65f7c9d9ff54c3c896b0b13fa0f0375|31.340000
5be87fe6ca73426b9fc72893e386dd62|16.450000
9d809589762847c9940aefedbee76ed6|42.140000
9fe442a1d885432eb607a1f78c984341|36.840000
65fbc215547a4406a23267e281f9a9fb|1.100000
e4aa5f07e4df40cda139f05029c61f4c|1.410000
